,ts_code,stock_name,pe,roe,nprg,mbrg,epsg
0,000001.SZ,平安银行,6.9455,8.9467,0.5297636853125934,31.728254657675162,0.5616438356164383
1,000002.SZ,万科A,9.3738,10.2572,0.6119531149911528,0.4285238441962111,0.5265060240963855
2,000004.SZ,国农科技,157.1367,-2.0212,-6.22534950137641,4.305550770109797,-2.309322033898305
3,000005.SZ,世纪星源,185.3147,0.4927,-0.03602610010586654,-0.10860241913016751,-0.19480519480519487
4,000006.SZ,深振业A,8.6801,8.8331,0.21334509044593458,-0.4353940897245466,0.2099967543005519
5,000008.SZ,神州高铁,12.547,1.7392,1.0484538226622075,0.28626850858291025,1.0137614678899083
6,000009.SZ,中国宝安,69.5451,1.955,0.15720584437852242,0.47540032721886794,-0.14205607476635507
7,000011.SZ,深物业A,8.7824,4.9661,0.7377883449868277,-0.32164753814987784,0.7377873563218392
8,000012.SZ,南玻A,13.8413,5.3875,0.3531661951296784,0.09824369871490948,0.30769230769230776
9,000014.SZ,沙河股份,245.5779,0.3056,0.21003622156493373,-0.6942071315946559,-0.2679738562091503
10,000016.SZ,深康佳A,1.5428,5.3696,0.41714188630464816,0.5342533170589482,0.25792811839323465
11,000020.SZ,深华发A,3039.653,0.155,-0.8218864002781678,-0.4630780853467713,-0.8181818181818182
12,000021.SZ,深科技,15.6285,7.3247,1.5543044636573033,-0.09111675008773033,1.5650684931506846
13,000023.SZ,深天地A,57.8212,2.5683,-3.261291408727385,-0.13382178069833328,11.419354838709678
14,000025.SZ,特力A,117.9118,3.6528,0.33787976838075784,0.228121629331828,0.3311258278145695
15,000026.SZ,飞亚达,22.8108,6.4817,0.4475758934177186,0.06017278147265862,0.44748145255759464
16,000027.SZ,深圳能源,27.7759,2.8465,0.16206192168208913,0.29346626345084775,0.12398523985239839
17,000028.SZ,国药一致,16.7723,9.0823,0.46602382021838845,-0.23912287073940616,0.44333333333333336
18,000030.SZ,富奥股份,8.0779,11.0989,0.3577371146270531,-0.16212762442544668,-0.013243243243243285
19,000031.SZ,大悦城,9.3629,12.9717,0.540894260482612,-0.1850402344297756,0.47058823529411753
20,000032.SZ,深桑达A,109.9987,5.9547,0.39010755039204775,-0.011314836627544006,0.4132867132867134
21,000034.SZ,神州数码,12.169,9.8032,0.2904325825478845,0.8991718981094247,0.28728606356968217
22,000035.SZ,中国天楹,31.6189,5.3699,0.8834844969803358,0.2014256569311681,0.9086687306501547
23,000036.SZ,华联控股,4.6828,16.4079,0.9872619740123213,-0.7515360910942406,0.9429429429429429
24,000037.SZ,深南电A,180.4022,1.8802,0.16000439511074366,0.22986360031675437,0.1999999999999999
25,000038.SZ,深大通,18.6367,4.0773,0.8476291443119132,0.44770579426251067,0.8481123792800701
26,000039.SZ,中集集团,12.5858,7.153,1.1679842122500963,0.24318324861785104,1.4795818360013069
27,000040.SZ,东旭蓝天,19.7576,11.5523,0.07180626933711912,-0.25219730444204075,0.0659898477157361
28,000042.SZ,中洲控股,12.122,11.2343,0.05954884211353352,0.8197951103349105,0.054994907878900004
29,000045.SZ,深纺织A,56.0912,0.5101,-0.8663516385612263,-0.3640601269128895,0.2
30,000046.SZ,泛海控股,8.3928,8.8132,0.371821120572657,-0.24087514032191185,0.3622906116088821
31,000049.SZ,德赛电池,19.5863,18.1117,1.113652442593654,0.35401584104365375,1.0584795321637424
32,000050.SZ,深天马A,24.891,6.2559,0.5176928934782465,1.2521417822342802,0.5161603888213853
33,000055.SZ,方大集团,4.0387,9.8597,0.39689603605128315,-0.11826206999508143,0.4403292181069961
34,000056.SZ,皇庭国际,31.2635,2.839,0.4981715293699371,0.5845900601815871,0.44444444444444453
35,000058.SZ,深赛格,33.4869,7.0888,0.526147921617099,-0.2329209461698056,0.4139240506329113
36,000059.SZ,华锦股份,5.1486,8.3599,0.4005770262080006,-0.1602200588691591,0.388551058922206
37,000060.SZ,中金岭南,13.2484,7.5975,0.2750396607857469,-0.2692985259334162,0.29411764705882343
38,000061.SZ,农产品,592.4438,0.9855,8.630863139711169,-0.26371583240811675,-3.673076923076923
39,000062.SZ,深圳华强,29.1487,11.8897,0.4399514837672161,0.5806135545029214,0.4427511529977944
40,000065.SZ,北方国际,11.8373,11.4819,0.313823166708073,-0.17852485131426868,0.29545454545454536
41,000066.SZ,中国长城,23.9525,3.2718,-0.13810015065954798,-0.15068864922374509,-0.1647058823529413
42,000068.SZ,华控赛格,131.2245,-7.6688,0.6188556293801287,-0.075743441899546,0.6033333333333333
43,000069.SZ,华侨城A,6.0274,9.6044,1.3401856660532065,0.06634187814065579,1.5274949083503058
44,000070.SZ,特发信息,16.7593,8.0039,0.6512201854319559,-0.008826277506231998,0.6838046272493575
45,000078.SZ,海王生物,12.3935,7.5369,0.3684391253723299,0.4256651876241813,0.3214574898785426
46,000088.SZ,盐田港,24.016,4.6708,0.7315958570521301,0.18019387690709102,0.7403628117913832
47,000089.SZ,深圳机场,24.1555,5.0721,0.5578624350167648,-0.10235044459567255,0.5588235294117646
48,000090.SZ,天健集团,10.9899,2.7195,-0.15031255258010628,0.13278037786122515,-0.14567206192821963
49,000096.SZ,广聚能源,32.5179,3.968,0.20284427046587916,1.255959168152494,0.19187950229207593
50,000099.SZ,中信海直,37.57,2.9468,0.9578791692646965,-0.1478929524996943,1.056657223796034
51,000100.SZ,TCL科技,12.4594,8.3492,0.6909012082846074,0.02081749722598842,0.5703324808184144
52,000150.SZ,宜华健康,52.9729,8.723,0.23872149877738294,-0.044645369557008895,-0.16236916007148325
53,000151.SZ,中成股份,34.693,6.6912,0.15815724765750033,-0.19624462854633018,0.15844155844155844
54,000153.SZ,丰原药业,24.9885,4.5281,0.4814175385262897,-0.0417796948948293,0.48209825145711904
55,000155.SZ,川能动力,14.0721,-0.518,-0.5414525524861648,0.13952533580428306,-1.3333333333333335
56,000156.SZ,华数传媒,17.7248,4.6178,0.5230748781009629,-0.11274875620224988,0.5232926277702398
57,000157.SZ,中联重科,20.8709,3.471,0.5081292463696911,0.1509086322313508,0.5454545454545455
58,000158.SZ,常山北明,24.2977,0.6635,0.3117164211731318,-0.1752497010482153,0.3259668508287292
59,000159.SZ,国际实业,,1.2771,-1.5554585137341161,1.269579975670973,-1.6855036855036853
60,000301.SZ,东方盛虹,96.2879,7.9519,8.321344228409284,-0.2719573455834919,2.666666666666667
61,000333.SZ,美的集团,14.1707,22.8608,0.3853903545442347,0.535939272890947,0.3807106598984773
62,000338.SZ,潍柴动力,9.0446,16.5281,0.368084556638244,0.12797961268435745,0.36363636363636354
63,000400.SZ,许继电气,14.6047,2.0332,0.2804846809082323,-0.20972510171939837,0.17723453017570664
