ts_code, rate
000526.SZ,-0.12517985611510804
000520.SZ,-0.04950495049504948
000516.SZ,-0.03131115459882586
000759.SZ,-0.08492201039861341
000735.SZ,0.08539325842696627
002272.SZ,-0.09502262443438912
002326.SZ,-0.10038610038610031
600783.SH,-0.1360881542699724
000688.SZ,-0.022033898305084877
000150.SZ,0.04542228530872964
300251.SZ,0.031207598371777414
603959.SH,-0.043393782383419684
600131.SH,-0.1172214182344429
002709.SZ,-0.12236628849270663
300560.SZ,0.09746903607969837
000856.SZ,0.030780243378668554
603929.SH,-0.0904615384615385
603988.SH,-0.07996323529411774
002553.SZ,-0.1296296296296297
002761.SZ,-0.43218749999999995
300384.SZ,-0.14327062228654128
